Score,Weight_class,Age,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
10,welterweight,30,right-handed,11,6,0,17,0.647058824
10,super lightweight,26,right-handed,6,1,0,7,0.857142857
10,super welterweight,31,right-handed,5,7,1,13,0.423076923
10,super welterweight,25,right-handed,5,0,0,5,1
10,welterweight,29,right-handed,17,12,1,30,0.583333333
10,lightweight,33,right-handed,29,9,0,38,0.763157895
10,super middleweight,27,right-handed,5,1,0,6,0.833333333
10,bantamweight,27,right-handed,5,3,0,8,0.625
10,super middleweight,37,right-handed,25,8,1,34,0.75
10,welterweight,28,right-handed,8,2,1,11,0.772727273
10,super lightweight,32,right-handed,15,17,0,32,0.46875
10,heavyweight,38,right-handed,34,10,2,46,0.760869565
10,featherweight,24,right-handed,9,4,1,14,0.678571429
10,super flyweight,31,right-handed,5,2,2,9,0.666666667
10,welterweight,34,right-handed,5,2,0,7,0.714285714
10,super bantamweight,NA,right-handed,5,3,0,8,0.625
10,super bantamweight,27,right-handed,4,1,0,5,0.8
10,flyweight,21,right-handed,6,5,0,11,0.545454545
10,super lightweight,22,right-handed,4,1,0,5,0.8
10,super lightweight,26,right-handed,26,6,0,32,0.8125
10,super welterweight,29,right-handed,32,31,1,64,0.5078125
10,super welterweight,35,right-handed,5,2,0,7,0.714285714
10,super lightweight,42,right-handed,29,12,2,43,0.697674419
10,bantamweight,25,right-handed,5,4,4,13,0.538461538
10,super lightweight,29,right-handed,23,4,0,27,0.851851852
10,super featherweight,36,right-handed,26,12,5,43,0.662790698
10,super lightweight,22,right-handed,5,0,0,5,1
10,heavyweight,28,right-handed,2,0,0,2,1
10,super lightweight,25,right-handed,32,26,1,59,0.550847458
10,lightweight,23,right-handed,7,1,0,8,0.875
10,heavyweight,31,right-handed,14,9,3,26,0.596153846
10,super middleweight,34,right-handed,18,6,0,24,0.75
10,super featherweight,26,right-handed,5,2,0,7,0.714285714
10,bantamweight,34,right-handed,11,14,1,26,0.442307692
10,super middleweight,33,right-handed,24,9,1,34,0.720588235
10,featherweight,22,right-handed,3,0,0,3,1
10,super featherweight,23,right-handed,6,3,1,10,0.65
10,lightweight,25,right-handed,13,3,2,18,0.777777778
10,super lightweight,25,right-handed,10,6,0,16,0.625
10,super welterweight,33,right-handed,11,9,0,20,0.55
10,super bantamweight,22,right-handed,5,3,2,10,0.6
10,super welterweight,32,right-handed,20,5,3,28,0.767857143
10,flyweight,23,right-handed,5,3,0,8,0.625
10,super lightweight,25,right-handed,6,0,0,6,1
10,super featherweight,24,right-handed,9,8,0,17,0.529411765
10,welterweight,34,right-handed,21,10,1,32,0.671875
10,super middleweight,27,right-handed,4,1,1,6,0.75
10,lightweight,24,right-handed,5,6,1,12,0.458333333
10,cruiserweight,38,right-handed,12,3,1,16,0.78125
10,middleweight,29,right-handed,5,0,0,5,1
10,heavyweight,38,right-handed,5,0,2,7,0.857142857
10,super welterweight,36,right-handed,5,0,0,5,1
10,light heavyweight,33,right-handed,5,4,0,9,0.555555556
10,super welterweight,27,right-handed,7,1,0,8,0.875
10,super flyweight,27,right-handed,4,2,1,7,0.642857143
10,light heavyweight,35,right-handed,9,3,0,12,0.75
10,super featherweight,37,right-handed,8,3,0,11,0.727272727
10,lightweight,24,right-handed,4,2,2,8,0.625
10,super featherweight,38,right-handed,23,6,1,30,0.783333333
10,welterweight,35,right-handed,9,15,3,27,0.388888889
10,super lightweight,29,right-handed,8,5,0,13,0.615384615
10,super middleweight,27,right-handed,8,0,0,8,1
10,middleweight,21,right-handed,4,0,0,4,1
10,lightweight,23,right-handed,4,1,2,7,0.714285714
10,light heavyweight,22,right-handed,4,5,0,9,0.444444444
10,lightweight,23,right-handed,11,1,0,12,0.916666667
10,super lightweight,27,right-handed,4,1,0,5,0.8
10,heavyweight,26,right-handed,3,0,0,3,1
10,featherweight,28,right-handed,11,5,1,17,0.676470588
10,welterweight,29,right-handed,9,9,0,18,0.5
10,featherweight,22,right-handed,9,3,0,12,0.75
10,bantamweight,21,right-handed,11,8,1,20,0.575
10,featherweight,38,right-handed,33,15,0,48,0.6875
10,super featherweight,30,right-handed,5,0,0,5,1
10,super bantamweight,24,right-handed,9,6,2,17,0.588235294
10,light heavyweight,34,right-handed,20,16,1,37,0.554054054
10,super flyweight,26,right-handed,8,0,1,9,0.944444444
10,middleweight,33,right-handed,11,25,5,41,0.329268293
10,super middleweight,35,right-handed,5,4,0,9,0.555555556
10,super welterweight,27,right-handed,3,0,0,3,1
10,super middleweight,36,right-handed,4,2,0,6,0.666666667
10,welterweight,32,right-handed,15,12,1,28,0.553571429
10,featherweight,25,right-handed,7,4,1,12,0.625
10,middleweight,NA,right-handed,4,3,1,8,0.5625
10,super lightweight,29,right-handed,7,12,1,20,0.375
10,welterweight,32,right-handed,10,3,0,13,0.769230769
10,cruiserweight,30,right-handed,9,0,0,9,1
10,super welterweight,30,right-handed,13,4,0,17,0.764705882
10,middleweight,30,right-handed,5,0,0,5,1
10,super flyweight,24,right-handed,7,1,2,10,0.8
10,super middleweight,22,right-handed,7,0,0,7,1
10,welterweight,27,right-handed,8,3,0,11,0.727272727
10,super lightweight,29,right-handed,14,3,1,18,0.805555556
10,lightweight,37,right-handed,38,55,7,100,0.415
10,middleweight,24,right-handed,4,1,1,6,0.75
10,middleweight,43,right-handed,5,7,1,13,0.423076923
10,lightweight,32,right-handed,32,10,0,42,0.761904762
10,super middleweight,41,right-handed,32,13,0,45,0.711111111
10,cruiserweight,27,right-handed,7,1,0,8,0.875
10,super featherweight,27,right-handed,5,0,1,6,0.916666667
10,lightweight,26,right-handed,5,0,0,5,1
10,heavyweight,35,right-handed,10,2,1,13,0.807692308
10,featherweight,21,right-handed,6,0,0,6,1
10,super featherweight,26,right-handed,6,2,3,11,0.681818182
10,super lightweight,29,right-handed,3,0,0,3,1
10,super middleweight,27,right-handed,16,8,1,25,0.66
10,super welterweight,31,right-handed,20,11,2,33,0.636363636
10,welterweight,25,right-handed,10,2,0,12,0.833333333
10,light flyweight,25,right-handed,6,5,0,11,0.545454545
10,cruiserweight,35,right-handed,7,2,0,9,0.777777778
10,welterweight,27,right-handed,6,3,4,13,0.615384615
10,middleweight,NA,right-handed,4,0,0,4,1
10,featherweight,27,right-handed,5,2,1,8,0.6875
10,bantamweight,23,right-handed,4,1,2,7,0.714285714
10,heavyweight,41,right-handed,40,8,1,49,0.826530612
10,cruiserweight,30,right-handed,17,5,0,22,0.772727273
10,light heavyweight,30,right-handed,12,1,2,15,0.866666667
10,flyweight,33,right-handed,4,1,0,5,0.8
10,featherweight,40,right-handed,19,26,2,47,0.425531915
10,heavyweight,33,right-handed,28,6,0,34,0.823529412
10,super lightweight,30,right-handed,8,6,0,14,0.571428571
10,flyweight,37,right-handed,60,10,2,72,0.847222222
10,super welterweight,36,right-handed,12,45,1,58,0.215517241
10,super welterweight,23,right-handed,3,0,0,3,1
10,cruiserweight,23,right-handed,4,0,0,4,1
10,super featherweight,26,right-handed,10,5,2,17,0.647058824
10,welterweight,32,right-handed,17,10,2,29,0.620689655
10,heavyweight,43,right-handed,19,17,2,38,0.526315789
10,heavyweight,33,right-handed,12,1,0,13,0.923076923
10,super welterweight,20,right-handed,3,0,0,3,1
10,super lightweight,25,right-handed,10,1,0,11,0.909090909
10,heavyweight,26,right-handed,7,0,0,7,1
10,super flyweight,27,right-handed,6,3,0,9,0.666666667
10,super welterweight,31,right-handed,22,12,2,36,0.638888889
10,welterweight,NA,right-handed,6,4,2,12,0.583333333
10,light flyweight,30,right-handed,7,3,3,13,0.653846154
10,bantamweight,26,right-handed,16,8,0,24,0.666666667
10,super lightweight,34,right-handed,22,14,1,37,0.608108108
10,welterweight,24,right-handed,6,0,0,6,1
10,cruiserweight,27,right-handed,5,1,0,6,0.833333333
10,super welterweight,36,right-handed,14,3,0,17,0.823529412
10,super middleweight,32,right-handed,7,8,4,19,0.473684211
10,super bantamweight,27,right-handed,16,8,1,25,0.66
10,middleweight,26,right-handed,4,1,2,7,0.714285714
10,super lightweight,34,right-handed,24,15,1,40,0.6125
10,bantamweight,36,right-handed,13,14,3,30,0.483333333
10,featherweight,21,right-handed,9,0,2,11,0.909090909
10,super flyweight,23,right-handed,8,6,0,14,0.571428571
10,super lightweight,26,right-handed,5,0,0,5,1
10,lightweight,32,right-handed,16,3,0,19,0.842105263
10,super lightweight,43,right-handed,19,2,0,21,0.904761905
10,super featherweight,23,right-handed,3,1,3,7,0.642857143
10,welterweight,31,right-handed,3,5,3,11,0.409090909
10,featherweight,25,right-handed,7,2,0,9,0.777777778
10,super bantamweight,27,right-handed,12,3,0,15,0.8
10,middleweight,30,right-handed,7,0,0,7,1
10,lightweight,26,right-handed,6,4,0,10,0.6
10,super middleweight,39,right-handed,45,22,4,71,0.661971831
10,lightweight,29,right-handed,11,3,0,14,0.785714286
10,light flyweight,21,right-handed,13,4,0,17,0.764705882
10,middleweight,29,right-handed,4,7,1,12,0.375
10,super middleweight,44,right-handed,13,1,1,15,0.9
10,cruiserweight,22,right-handed,4,0,0,4,1
10,flyweight,19,right-handed,10,1,1,12,0.875
10,flyweight,30,right-handed,25,7,0,32,0.78125
10,light heavyweight,24,right-handed,3,0,0,3,1
10,super lightweight,24,right-handed,25,15,0,40,0.625
10,light heavyweight,36,right-handed,23,29,3,55,0.445454545
10,lightweight,33,right-handed,12,2,1,15,0.833333333
10,welterweight,25,right-handed,4,1,1,6,0.75
10,super lightweight,26,right-handed,7,1,1,9,0.833333333
10,light heavyweight,38,right-handed,13,8,0,21,0.619047619
10,super bantamweight,24,right-handed,5,2,1,8,0.6875
10,super bantamweight,20,right-handed,5,1,1,7,0.785714286
11,featherweight,27,right-handed,3,0,0,3,1
11,welterweight,25,right-handed,4,3,1,8,0.5625
11,featherweight,27,right-handed,6,4,2,12,0.583333333
10,super featherweight,24,right-handed,7,1,0,8,0.875
10,bantamweight,23,right-handed,5,0,0,5,1
10,light heavyweight,28,right-handed,4,0,0,4,1
10,super flyweight,28,right-handed,19,18,1,38,0.513157895
10,flyweight,29,right-handed,5,1,1,7,0.785714286
10,lightweight,22,right-handed,6,3,1,10,0.65
10,bantamweight,30,right-handed,5,7,3,15,0.433333333
10,heavyweight,44,right-handed,23,7,1,31,0.758064516
10,lightweight,19,right-handed,5,0,0,5,1
10,welterweight,30,right-handed,7,6,1,14,0.535714286
10,heavyweight,35,right-handed,67,23,3,93,0.73655914
10,featherweight,27,right-handed,11,3,0,14,0.785714286
10,middleweight,36,right-handed,11,9,0,20,0.55
10,cruiserweight,39,right-handed,25,13,4,42,0.642857143
10,featherweight,38,right-handed,9,3,2,14,0.714285714
10,featherweight,28,right-handed,9,8,0,17,0.529411765
10,welterweight,27,right-handed,11,8,2,21,0.571428571
10,cruiserweight,20,right-handed,5,0,0,5,1
10,welterweight,26,right-handed,4,2,0,6,0.666666667
10,welterweight,21,right-handed,5,0,1,6,0.916666667
10,welterweight,25,right-handed,8,2,1,11,0.772727273
10,lightweight,30,right-handed,7,2,0,9,0.777777778
10,bantamweight,36,right-handed,10,14,2,26,0.423076923
10,heavyweight,33,right-handed,14,3,2,19,0.789473684
10,super lightweight,25,right-handed,25,23,1,49,0.520408163
10,super welterweight,28,right-handed,6,0,0,6,1
10,light flyweight,24,right-handed,18,5,0,23,0.782608696
10,super welterweight,34,right-handed,7,1,0,8,0.875
10,lightweight,25,right-handed,8,6,0,14,0.571428571
10,super bantamweight,27,right-handed,6,1,1,8,0.8125
10,super lightweight,19,right-handed,7,0,0,7,1
10,super featherweight,21,right-handed,7,0,0,7,1
10,super lightweight,24,right-handed,9,4,1,14,0.678571429
10,super welterweight,20,right-handed,8,0,0,8,1
10,welterweight,35,right-handed,9,14,1,24,0.395833333
10,welterweight,28,right-handed,14,3,0,17,0.823529412
10,super featherweight,28,right-handed,10,1,0,11,0.909090909
10,bantamweight,44,right-handed,17,3,1,21,0.833333333
10,welterweight,31,right-handed,6,0,0,6,1
10,super middleweight,27,right-handed,4,0,0,4,1
10,featherweight,23,right-handed,4,0,0,4,1
10,heavyweight,36,right-handed,12,23,1,36,0.347222222
10,super lightweight,NA,right-handed,7,4,0,11,0.636363636
10,featherweight,NA,right-handed,4,1,1,6,0.75
10,welterweight,32,right-handed,6,21,4,31,0.258064516
10,lightweight,27,right-handed,6,6,4,16,0.5
10,heavyweight,40,right-handed,15,12,3,30,0.55
11,super bantamweight,30,right-handed,4,0,2,6,0.833333333
11,light flyweight,25,right-handed,18,10,1,29,0.637931034
11,bantamweight,25,right-handed,6,1,2,9,0.777777778
11,featherweight,27,right-handed,5,3,0,8,0.625
11,featherweight,30,right-handed,8,5,1,14,0.607142857
11,lightweight,27,right-handed,9,3,0,12,0.75
11,super bantamweight,NA,right-handed,5,1,0,6,0.833333333
11,lightweight,20,right-handed,5,0,0,5,1
11,lightweight,25,right-handed,4,0,1,5,0.9
11,featherweight,23,right-handed,5,2,0,7,0.714285714
11,super lightweight,23,right-handed,1,0,0,1,1
11,welterweight,24,right-handed,7,3,0,10,0.7
11,featherweight,18,right-handed,16,1,2,19,0.894736842
11,super bantamweight,27,right-handed,11,6,0,17,0.647058824
11,super lightweight,19,right-handed,6,0,0,6,1
11,super lightweight,30,right-handed,7,4,2,13,0.615384615
11,welterweight,35,right-handed,27,5,0,32,0.84375
11,welterweight,25,right-handed,8,3,1,12,0.708333333
11,middleweight,25,right-handed,6,0,0,6,1
11,featherweight,23,right-handed,22,4,0,26,0.846153846
11,flyweight,24,right-handed,4,3,0,7,0.571428571
11,super welterweight,31,right-handed,14,5,0,19,0.736842105
11,light heavyweight,NA,right-handed,2,0,0,2,1
11,super lightweight,43,right-handed,21,6,2,29,0.75862069
11,super lightweight,21,right-handed,7,0,0,7,1
11,welterweight,36,right-handed,6,2,1,9,0.722222222
11,light heavyweight,25,right-handed,5,2,0,7,0.714285714
11,super lightweight,25,right-handed,7,1,0,8,0.875
11,welterweight,29,right-handed,5,1,3,9,0.722222222
11,light flyweight,27,right-handed,13,9,10,32,0.5625
11,light flyweight,NA,right-handed,9,17,1,27,0.351851852
11,lightweight,28,right-handed,5,1,2,8,0.75
11,heavyweight,33,right-handed,8,0,0,8,1
11,welterweight,NA,right-handed,5,0,0,5,1
11,super lightweight,25,right-handed,10,7,2,19,0.578947368
11,super lightweight,29,right-handed,6,7,2,15,0.466666667
11,light heavyweight,32,right-handed,8,2,2,12,0.75
11,super featherweight,18,right-handed,5,2,1,8,0.6875
11,welterweight,19,right-handed,6,0,0,6,1
11,super middleweight,NA,right-handed,8,3,0,11,0.727272727
11,super welterweight,31,right-handed,15,6,2,23,0.695652174
11,middleweight,22,right-handed,4,0,0,4,1
11,super welterweight,34,right-handed,5,8,3,16,0.40625
11,flyweight,23,right-handed,4,1,0,5,0.8
11,lightweight,36,right-handed,29,21,0,50,0.58
11,light heavyweight,35,right-handed,22,13,1,36,0.625
11,lightweight,29,right-handed,7,1,0,8,0.875
11,featherweight,28,right-handed,21,6,2,29,0.75862069
11,featherweight,26,right-handed,9,2,2,13,0.769230769
11,minimumweight,21,right-handed,5,2,0,7,0.714285714
11,super bantamweight,30,right-handed,4,0,2,6,0.833333333
11,light flyweight,25,right-handed,18,10,1,29,0.637931034
11,bantamweight,25,right-handed,6,1,2,9,0.777777778
11,featherweight,27,right-handed,5,3,0,8,0.625
11,featherweight,30,right-handed,8,5,1,14,0.607142857
11,lightweight,27,right-handed,9,3,0,12,0.75
11,super bantamweight,NA,right-handed,5,1,0,6,0.833333333
11,lightweight,20,right-handed,5,0,0,5,1
11,lightweight,25,right-handed,4,0,1,5,0.9
11,featherweight,23,right-handed,5,2,0,7,0.714285714
11,super lightweight,23,right-handed,1,0,0,1,1
11,welterweight,24,right-handed,7,3,0,10,0.7
11,featherweight,18,right-handed,16,1,2,19,0.894736842
11,super bantamweight,27,right-handed,11,6,0,17,0.647058824
11,super lightweight,19,right-handed,6,0,0,6,1
11,super lightweight,30,right-handed,7,4,2,13,0.615384615
11,welterweight,35,right-handed,27,5,0,32,0.84375
11,welterweight,25,right-handed,8,3,1,12,0.708333333
11,middleweight,25,right-handed,6,0,0,6,1
11,featherweight,23,right-handed,22,4,0,26,0.846153846
11,flyweight,24,right-handed,4,3,0,7,0.571428571
11,super welterweight,31,right-handed,14,5,0,19,0.736842105
11,light heavyweight,NA,right-handed,2,0,0,2,1
11,super lightweight,43,right-handed,21,6,2,29,0.75862069
11,super lightweight,21,right-handed,7,0,0,7,1
11,welterweight,36,right-handed,6,2,1,9,0.722222222
11,light heavyweight,25,right-handed,5,2,0,7,0.714285714
11,super lightweight,25,right-handed,7,1,0,8,0.875
11,welterweight,29,right-handed,5,1,3,9,0.722222222
11,light flyweight,27,right-handed,13,9,10,32,0.5625
11,light flyweight,NA,right-handed,9,17,1,27,0.351851852
11,lightweight,28,right-handed,5,1,2,8,0.75
11,heavyweight,33,right-handed,8,0,0,8,1
11,welterweight,NA,right-handed,5,0,0,5,1
11,super lightweight,25,right-handed,10,7,2,19,0.578947368
11,super lightweight,29,right-handed,6,7,2,15,0.466666667
11,light heavyweight,32,right-handed,8,2,2,12,0.75
11,super featherweight,18,right-handed,5,2,1,8,0.6875
11,welterweight,19,right-handed,6,0,0,6,1
11,super middleweight,NA,right-handed,8,3,0,11,0.727272727
11,super welterweight,31,right-handed,15,6,2,23,0.695652174
11,middleweight,22,right-handed,4,0,0,4,1
11,super welterweight,34,right-handed,5,8,3,16,0.40625
11,flyweight,23,right-handed,4,1,0,5,0.8
11,lightweight,36,right-handed,29,21,0,50,0.58
11,light heavyweight,35,right-handed,22,13,1,36,0.625
11,lightweight,29,right-handed,7,1,0,8,0.875
11,featherweight,28,right-handed,21,6,2,29,0.75862069
11,featherweight,26,right-handed,9,2,2,13,0.769230769
11,minimumweight,21,right-handed,5,2,0,7,0.714285714
11,heavyweight,40,right-handed,15,2,0,17,0.882352941
11,middleweight,22,right-handed,4,0,1,5,0.9
11,heavyweight,41,right-handed,32,4,1,37,0.878378378
11,super bantamweight,32,right-handed,3,1,2,6,0.666666667
11,featherweight,23,right-handed,5,6,0,11,0.454545455
11,middleweight,31,right-handed,11,21,4,36,0.361111111
11,heavyweight,40,right-handed,23,11,2,36,0.666666667
11,super middleweight,29,right-handed,7,2,1,10,0.75
11,super middleweight,33,right-handed,16,2,0,18,0.888888889
11,featherweight,38,right-handed,19,9,1,29,0.672413793
11,welterweight,31,right-handed,11,4,0,15,0.733333333
11,super middleweight,30,right-handed,22,5,1,28,0.803571429
11,super lightweight,20,right-handed,5,0,0,5,1
11,light heavyweight,29,right-handed,7,3,1,11,0.681818182
11,super featherweight,29,right-handed,5,5,2,12,0.5
11,super featherweight,29,right-handed,27,10,3,40,0.7125
11,lightweight,21,right-handed,5,0,0,5,1
11,welterweight,NA,right-handed,5,6,0,11,0.454545455
11,super welterweight,31,right-handed,3,0,0,3,1
11,lightweight,24,right-handed,16,6,2,24,0.708333333
11,welterweight,26,right-handed,3,9,1,13,0.269230769
11,welterweight,32,right-handed,9,12,1,22,0.431818182
11,middleweight,28,right-handed,7,1,1,9,0.833333333
11,super featherweight,27,right-handed,11,4,0,15,0.733333333
11,super lightweight,28,right-handed,18,7,1,26,0.711538462
11,welterweight,27,right-handed,14,12,2,28,0.535714286
11,super lightweight,23,right-handed,18,8,0,26,0.692307692
11,super welterweight,28,right-handed,6,5,0,11,0.545454545
11,super middleweight,28,right-handed,10,4,1,15,0.7
11,super middleweight,30,right-handed,6,2,1,9,0.722222222
11,super lightweight,22,right-handed,5,0,0,5,1
11,super bantamweight,32,right-handed,14,7,0,21,0.666666667
11,bantamweight,19,right-handed,2,0,0,2,1
11,heavyweight,38,right-handed,17,3,2,22,0.818181818
11,light heavyweight,41,right-handed,19,14,1,34,0.573529412
11,middleweight,33,right-handed,15,7,2,24,0.666666667
11,super bantamweight,22,right-handed,5,2,0,7,0.714285714
11,heavyweight,32,right-handed,5,0,0,5,1
11,bantamweight,26,right-handed,14,11,1,26,0.557692308
11,super middleweight,26,right-handed,15,8,2,25,0.64
11,heavyweight,36,right-handed,6,0,0,6,1
11,super welterweight,24,right-handed,5,0,0,5,1
11,lightweight,25,right-handed,6,0,0,6,1
11,lightweight,29,right-handed,25,7,2,34,0.764705882
11,super middleweight,30,right-handed,15,10,1,26,0.596153846
11,super lightweight,22,right-handed,5,0,0,5,1
11,lightweight,28,right-handed,6,0,2,8,0.875
11,middleweight,36,right-handed,37,13,0,50,0.74
11,featherweight,30,right-handed,16,4,2,22,0.772727273
11,light heavyweight,21,right-handed,5,0,0,5,1
11,lightweight,27,right-handed,7,1,0,8,0.875
11,super featherweight,29,right-handed,13,7,1,21,0.642857143
11,super flyweight,26,right-handed,6,1,0,7,0.857142857
11,super welterweight,23,right-handed,13,0,1,14,0.964285714
11,super featherweight,26,right-handed,10,3,1,14,0.75
11,lightweight,26,right-handed,8,1,1,10,0.85
11,super featherweight,28,right-handed,10,4,1,15,0.7
11,super featherweight,29,right-handed,9,3,0,12,0.75
11,featherweight,27,right-handed,14,7,0,21,0.666666667
11,light heavyweight,31,right-handed,18,15,0,33,0.545454545
11,bantamweight,28,right-handed,9,2,0,11,0.818181818
11,super featherweight,28,right-handed,7,0,0,7,1
11,super bantamweight,23,right-handed,12,0,2,14,0.928571429
11,welterweight,29,right-handed,7,18,2,27,0.296296296
11,welterweight,24,right-handed,6,0,0,6,1
11,middleweight,35,right-handed,7,5,1,13,0.576923077
11,cruiserweight,31,right-handed,7,0,1,8,0.9375
11,super welterweight,29,right-handed,12,9,1,22,0.568181818
11,super lightweight,23,right-handed,7,0,0,7,1
11,bantamweight,33,right-handed,5,1,2,8,0.75
11,super bantamweight,35,right-handed,9,11,6,26,0.461538462
11,super welterweight,29,right-handed,9,9,2,20,0.5
11,super bantamweight,25,right-handed,6,1,0,7,0.857142857
11,super middleweight,27,right-handed,5,0,0,5,1
11,cruiserweight,31,right-handed,13,8,1,22,0.613636364
11,super bantamweight,25,right-handed,10,9,1,20,0.525
11,super welterweight,27,right-handed,9,1,0,10,0.9
11,welterweight,30,right-handed,12,13,1,26,0.480769231
11,minimumweight,23,right-handed,6,5,0,11,0.545454545
11,middleweight,31,right-handed,15,5,0,20,0.75
11,super lightweight,22,right-handed,5,0,0,5,1
11,featherweight,24,right-handed,8,0,0,8,1
11,middleweight,35,right-handed,28,15,2,45,0.644444444
11,featherweight,21,right-handed,6,3,1,10,0.65
11,super bantamweight,34,right-handed,11,5,0,16,0.6875
11,middleweight,38,right-handed,19,4,0,23,0.826086957
11,light heavyweight,36,right-handed,14,4,2,20,0.75
11,bantamweight,22,right-handed,10,2,0,12,0.833333333
11,super bantamweight,28,right-handed,8,0,0,8,1
11,bantamweight,27,right-handed,6,27,3,36,0.208333333
11,super middleweight,28,right-handed,5,0,0,5,1
11,lightweight,26,right-handed,5,2,1,8,0.6875
11,super lightweight,34,right-handed,9,9,1,19,0.5
11,welterweight,33,right-handed,8,2,0,10,0.8
11,light flyweight,35,right-handed,20,10,1,31,0.661290323
11,super featherweight,30,right-handed,9,5,3,17,0.617647059
11,lightweight,19,right-handed,12,3,1,16,0.78125
11,super lightweight,37,right-handed,5,0,0,5,1
11,heavyweight,28,right-handed,3,0,0,3,1
11,super lightweight,30,right-handed,7,7,1,15,0.5
11,heavyweight,32,right-handed,6,0,0,6,1
11,super bantamweight,30,right-handed,8,1,0,9,0.888888889
11,light heavyweight,31,right-handed,15,11,1,27,0.574074074
11,super middleweight,33,right-handed,22,2,1,25,0.9
11,flyweight,31,right-handed,23,8,0,31,0.741935484
11,super bantamweight,23,right-handed,7,5,1,13,0.576923077
11,lightweight,35,right-handed,25,19,2,46,0.565217391
11,super bantamweight,24,right-handed,7,1,0,8,0.875
11,cruiserweight,31,right-handed,13,2,0,15,0.866666667
11,super welterweight,NA,right-handed,7,0,0,7,1
11,super flyweight,28,right-handed,7,5,3,15,0.566666667
11,light heavyweight,32,right-handed,10,6,0,16,0.625
11,light flyweight,22,right-handed,6,0,0,6,1
11,flyweight,22,right-handed,9,0,0,9,1
11,super bantamweight,29,right-handed,14,8,5,27,0.611111111
11,lightweight,27,right-handed,4,1,0,5,0.8
11,super featherweight,24,right-handed,8,3,1,12,0.708333333
11,super middleweight,24,right-handed,7,11,1,19,0.394736842
11,super flyweight,22,right-handed,9,3,0,12,0.75
11,lightweight,25,right-handed,6,1,0,7,0.857142857
11,middleweight,25,right-handed,9,4,2,15,0.666666667
11,bantamweight,25,right-handed,9,5,2,16,0.625
11,welterweight,26,right-handed,9,1,1,11,0.863636364
11,light heavyweight,26,right-handed,6,0,0,6,1
11,heavyweight,30,right-handed,13,6,0,19,0.684210526
11,super welterweight,35,right-handed,36,9,1,46,0.793478261
11,heavyweight,36,right-handed,9,1,1,11,0.863636364
11,middleweight,22,right-handed,5,2,0,7,0.714285714
11,minimumweight,34,right-handed,33,8,1,42,0.797619048
11,welterweight,26,right-handed,6,1,0,7,0.857142857
11,lightweight,23,right-handed,18,6,0,24,0.75
11,middleweight,23,right-handed,9,2,0,11,0.818181818
11,super middleweight,20,right-handed,4,0,0,4,1
11,cruiserweight,34,right-handed,5,0,0,5,1
11,super featherweight,26,right-handed,5,1,0,6,0.833333333
11,super lightweight,31,right-handed,7,4,0,11,0.636363636
11,lightweight,36,right-handed,12,1,0,13,0.923076923
11,super middleweight,44,right-handed,8,8,1,17,0.5
11,super middleweight,32,right-handed,15,4,4,23,0.739130435
11,cruiserweight,38,right-handed,8,4,1,13,0.653846154
11,welterweight,19,right-handed,6,0,0,6,1
11,cruiserweight,38,right-handed,30,1,0,31,0.967741935
11,featherweight,25,right-handed,4,1,0,5,0.8
11,super lightweight,26,right-handed,6,3,0,9,0.666666667
11,light heavyweight,26,right-handed,3,0,0,3,1
11,lightweight,22,right-handed,7,3,0,10,0.7
11,super middleweight,NA,right-handed,5,1,0,6,0.833333333
11,heavyweight,44,right-handed,26,34,0,60,0.433333333
11,light flyweight,23,right-handed,1,1,0,2,0.5
11,super welterweight,21,right-handed,4,0,0,4,1
12,super flyweight,24,right-handed,8,2,0,10,0.8
12,super bantamweight,28,right-handed,14,8,1,23,0.630434783
12,cruiserweight,37,right-handed,17,27,0,44,0.386363636
12,super bantamweight,34,right-handed,16,8,1,25,0.66
12,super middleweight,NA,right-handed,7,2,1,10,0.75
12,light heavyweight,27,right-handed,5,1,0,6,0.833333333
12,super welterweight,28,right-handed,22,2,0,24,0.916666667
12,welterweight,39,right-handed,42,14,3,59,0.737288136
12,super bantamweight,25,right-handed,15,5,0,20,0.75
12,super featherweight,26,right-handed,5,0,0,5,1
12,cruiserweight,35,right-handed,23,9,2,34,0.705882353
12,featherweight,34,right-handed,22,8,1,31,0.725806452
12,cruiserweight,29,right-handed,4,3,0,7,0.571428571
12,welterweight,26,right-handed,5,0,0,5,1
12,featherweight,20,right-handed,11,1,0,12,0.916666667
12,middleweight,24,right-handed,6,3,1,10,0.65
12,super bantamweight,30,right-handed,7,0,1,8,0.9375
12,super featherweight,22,right-handed,7,0,0,7,1
12,welterweight,32,right-handed,16,6,0,22,0.727272727
12,lightweight,22,right-handed,4,0,2,6,0.833333333
12,super welterweight,21,right-handed,9,1,0,10,0.9
12,super featherweight,24,right-handed,11,1,1,13,0.884615385
12,super featherweight,27,right-handed,4,0,0,4,1
12,super bantamweight,24,right-handed,7,0,3,10,0.85
12,welterweight,26,right-handed,13,1,1,15,0.9
12,middleweight,32,right-handed,8,0,0,8,1
12,cruiserweight,41,right-handed,28,9,0,37,0.756756757
12,super welterweight,32,right-handed,21,9,0,30,0.7
12,super welterweight,30,right-handed,15,20,1,36,0.430555556
12,flyweight,23,right-handed,15,12,4,31,0.548387097
12,super middleweight,27,right-handed,4,0,0,4,1
12,super lightweight,33,right-handed,20,17,2,39,0.538461538
