Score,Weight_class,Age,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
0.094,featherweight,17,right-handed,13,7,0,20,0.65
0.094,super middleweight,20,right-handed,8,18,0,26,0.307692308
0.094,lightweight,9,right-handed,10,1,1,12,0.875
0.094,super lightweight,20,right-handed,16,1,0,17,0.941176471
0.094,super featherweight,6,right-handed,5,0,0,5,1
0.094,super lightweight,21,right-handed,7,2,1,10,0.75
0.094,heavyweight,14,right-handed,6,0,0,6,1
0.093,welterweight,23,right-handed,5,0,0,5,1
0.093,welterweight,8,right-handed,7,0,0,7,1
0.093,welterweight,18,right-handed,5,7,1,13,0.423076923
0.093,super welterweight,14,right-handed,12,13,5,30,0.483333333
0.092,light heavyweight,26,right-handed,3,6,2,11,0.363636364
0.092,super welterweight,10,right-handed,5,0,1,6,0.916666667
0.092,super flyweight,8,right-handed,4,0,0,4,1
0.092,lightweight,22,right-handed,4,14,2,20,0.25
0.092,middleweight,7,right-handed,12,0,1,13,0.961538462
0.091,light heavyweight,10,right-handed,11,0,0,11,1
0.091,welterweight,16,right-handed,13,15,0,28,0.464285714
0.091,super lightweight,20,right-handed,12,19,1,32,0.390625
0.09,middleweight,12,right-handed,11,0,0,11,1
0.09,super featherweight,18,right-handed,8,17,0,25,0.32
0.09,middleweight,13,right-handed,4,0,0,4,1
0.09,super flyweight,13,right-handed,6,3,0,9,0.666666667
0.09,cruiserweight,11,right-handed,6,9,3,18,0.416666667
0.09,super middleweight,14,right-handed,3,3,1,7,0.5
0.09,middleweight,5,right-handed,7,9,2,18,0.444444444
0.09,super welterweight,7,right-handed,3,0,0,3,1
0.09,light flyweight,9,right-handed,8,3,2,13,0.692307692
0.09,light heavyweight,10,right-handed,7,3,1,11,0.681818182
0.089,welterweight,13,right-handed,8,5,0,13,0.615384615
0.089,welterweight,22,right-handed,5,8,1,14,0.392857143
0.089,super middleweight,14,right-handed,4,7,1,12,0.375
0.089,light heavyweight,15,right-handed,7,3,1,11,0.681818182
0.089,cruiserweight,22,right-handed,6,6,0,12,0.5
0.089,super featherweight,7,right-handed,3,3,3,9,0.5
0.089,super welterweight,14,right-handed,4,7,4,15,0.4
0.088,cruiserweight,9,right-handed,4,0,0,4,1
0.088,cruiserweight,NA,right-handed,4,0,0,4,1
0.088,minimumweight,8,right-handed,3,0,1,4,0.875
0.088,super middleweight,11,right-handed,2,1,0,3,0.666666667
0.088,super lightweight,13,right-handed,4,6,1,11,0.409090909
0.088,super bantamweight,14,right-handed,9,6,1,16,0.59375
0.087,light heavyweight,13,right-handed,1,1,1,3,0.5
0.087,middleweight,14,right-handed,6,0,0,6,1
0.087,welterweight,10,right-handed,4,1,1,6,0.75
0.086,super lightweight,13,right-handed,8,14,2,24,0.375
0.086,featherweight,10,right-handed,11,2,1,14,0.821428571
0.086,middleweight,14,right-handed,14,43,0,57,0.245614035
0.086,heavyweight,12,right-handed,10,28,0,38,0.263157895
0.086,featherweight,15,right-handed,5,3,2,10,0.6
0.086,cruiserweight,13,right-handed,6,3,1,10,0.65
0.085,middleweight,22,right-handed,12,46,1,59,0.211864407
0.085,welterweight,8,right-handed,3,4,0,7,0.428571429
0.085,super welterweight,13,right-handed,3,7,3,13,0.346153846
0.085,heavyweight,13,right-handed,4,3,1,8,0.5625
0.085,super featherweight,9,right-handed,6,0,0,6,1
0.085,lightweight,10,right-handed,5,2,2,9,0.666666667
0.085,super middleweight,21,right-handed,5,4,0,9,0.555555556
0.085,featherweight,10,right-handed,7,1,0,8,0.875
0.085,super middleweight,14,right-handed,18,1,2,21,0.904761905
0.085,super middleweight,12,right-handed,6,2,0,8,0.75
0.084,super welterweight,5,right-handed,5,1,0,6,0.833333333
0.084,super featherweight,11,right-handed,3,6,2,11,0.363636364
0.084,super lightweight,9,right-handed,3,3,0,6,0.5
0.084,featherweight,7,right-handed,10,1,0,11,0.909090909
0.084,light heavyweight,12,right-handed,3,1,0,4,0.75
0.084,featherweight,18,right-handed,31,16,0,47,0.659574468
0.083,lightweight,5,right-handed,1,1,0,2,0.5
0.083,welterweight,10,right-handed,5,33,4,42,0.166666667
0.083,welterweight,13,right-handed,23,28,3,54,0.453703704
0.083,welterweight,NA,right-handed,4,5,1,10,0.45
0.083,light heavyweight,19,right-handed,8,13,0,21,0.380952381
0.083,bantamweight,13,right-handed,6,27,3,36,0.208333333
0.083,super bantamweight,19,right-handed,7,11,2,20,0.4
0.083,welterweight,NA,right-handed,8,7,1,16,0.53125
0.083,welterweight,20,right-handed,24,11,0,35,0.685714286
0.083,light heavyweight,10,right-handed,3,0,0,3,1
0.083,super flyweight,17,right-handed,6,14,1,21,0.30952381
0.082,welterweight,15,right-handed,4,0,1,5,0.9
0.082,cruiserweight,14,right-handed,18,15,0,33,0.545454545
0.082,light heavyweight,15,right-handed,4,6,0,10,0.4
0.082,super lightweight,13,right-handed,6,4,0,10,0.6
0.082,lightweight,12,right-handed,7,0,0,7,1
0.082,super welterweight,9,right-handed,4,0,0,4,1
0.081,super bantamweight,11,right-handed,1,1,0,2,0.5
0.081,lightweight,12,right-handed,4,0,0,4,1
0.081,super welterweight,13,right-handed,9,1,0,10,0.9
0.081,super welterweight,14,right-handed,9,2,0,11,0.818181818
0.081,super lightweight,8,right-handed,6,0,0,6,1
0.081,featherweight,8,right-handed,6,0,0,6,1
0.081,flyweight,9,right-handed,7,9,0,16,0.4375
0.08,featherweight,NA,right-handed,6,2,0,8,0.75
0.08,welterweight,12,right-handed,7,3,1,11,0.681818182
0.08,lightweight,21,right-handed,25,21,2,48,0.541666667
0.08,super welterweight,16,right-handed,4,0,0,4,1
0.08,lightweight,14,right-handed,5,13,2,20,0.3
0.08,heavyweight,19,right-handed,6,5,0,11,0.545454545
0.08,heavyweight,28,right-handed,5,7,0,12,0.416666667
0.08,super featherweight,6,right-handed,4,0,1,5,0.9
0.08,super middleweight,16,right-handed,6,25,0,31,0.193548387
0.08,flyweight,8,right-handed,3,3,0,6,0.5
0.08,welterweight,15,right-handed,4,3,0,7,0.571428571
0.079,middleweight,8,right-handed,1,2,1,4,0.375
0.079,middleweight,12,right-handed,4,0,1,5,0.9
0.079,super featherweight,7,right-handed,9,0,0,9,1
0.079,super featherweight,10,right-handed,10,2,0,12,0.833333333
0.079,middleweight,17,right-handed,5,0,0,5,1
0.079,super lightweight,14,right-handed,1,6,1,8,0.1875
0.079,super bantamweight,6,right-handed,1,2,0,3,0.333333333
0.079,super middleweight,19,right-handed,12,6,1,19,0.657894737
0.079,super middleweight,8,right-handed,2,0,0,2,1
0.079,super flyweight,18,right-handed,16,22,1,39,0.423076923
0.079,cruiserweight,21,right-handed,7,2,0,9,0.777777778
0.079,featherweight,5,right-handed,2,1,0,3,0.666666667
0.078,featherweight,6,right-handed,2,2,0,4,0.5
0.078,lightweight,19,right-handed,6,19,7,32,0.296875
0.078,super flyweight,10,right-handed,2,0,0,2,1
0.078,cruiserweight,25,right-handed,8,18,0,26,0.307692308
0.078,super lightweight,16,right-handed,7,14,0,21,0.333333333
0.078,featherweight,12,right-handed,6,0,0,6,1
0.077,lightweight,11,right-handed,2,0,0,2,1
0.077,lightweight,13,right-handed,4,1,1,6,0.75
0.077,middleweight,9,right-handed,5,0,0,5,1
0.077,lightweight,16,right-handed,3,6,1,10,0.35
0.077,super featherweight,11,right-handed,5,1,0,6,0.833333333
0.077,super bantamweight,10,right-handed,0,5,0,5,0
0.076,welterweight,5,right-handed,5,0,1,6,0.916666667
0.076,cruiserweight,11,right-handed,11,10,0,21,0.523809524
0.076,flyweight,7,right-handed,4,0,0,4,1
0.076,super featherweight,7,right-handed,2,0,0,2,1
0.076,lightweight,NA,right-handed,7,0,0,7,1
0.076,welterweight,13,right-handed,10,25,3,38,0.302631579
0.076,middleweight,16,right-handed,8,0,0,8,1
0.076,featherweight,11,right-handed,7,10,1,18,0.416666667
0.076,lightweight,26,right-handed,32,29,6,67,0.52238806
0.076,super welterweight,17,right-handed,8,2,3,13,0.730769231
0.076,lightweight,5,right-handed,11,2,1,14,0.821428571
0.076,light heavyweight,9,right-handed,2,2,0,4,0.5
0.076,lightweight,15,right-handed,4,0,0,4,1
0.076,super welterweight,11,right-handed,4,0,0,4,1
0.075,middleweight,15,right-handed,3,4,0,7,0.428571429
0.075,super welterweight,14,right-handed,1,0,0,1,1
0.075,super welterweight,17,right-handed,7,5,0,12,0.583333333
0.075,super lightweight,NA,right-handed,3,1,0,4,0.75
0.075,super middleweight,15,right-handed,12,0,0,12,1
0.075,welterweight,10,right-handed,8,0,0,8,1
0.075,super middleweight,NA,right-handed,2,39,0,41,0.048780488
0.075,super welterweight,18,right-handed,2,2,0,4,0.5
0.075,welterweight,13,right-handed,10,16,2,28,0.392857143
0.075,super bantamweight,8,right-handed,3,13,1,17,0.205882353
0.075,light flyweight,17,right-handed,11,17,1,29,0.396551724
0.075,super middleweight,7,right-handed,5,0,0,5,1
0.075,super lightweight,14,right-handed,7,10,1,18,0.416666667
0.075,heavyweight,21,right-handed,16,11,1,28,0.589285714
0.075,light heavyweight,7,right-handed,4,0,0,4,1
0.075,super bantamweight,14,right-handed,9,1,0,10,0.9
0.075,welterweight,20,right-handed,4,3,1,8,0.5625
0.075,super lightweight,14,right-handed,1,0,0,1,1
0.075,super lightweight,8,right-handed,3,3,0,6,0.5
0.074,middleweight,13,right-handed,8,6,1,15,0.566666667
0.074,super middleweight,14,right-handed,4,0,0,4,1
0.074,super bantamweight,13,right-handed,3,1,0,4,0.75
0.074,super welterweight,8,right-handed,10,0,0,10,1
0.074,heavyweight,28,right-handed,11,9,1,21,0.547619048
0.074,light heavyweight,9,right-handed,8,0,0,8,1
0.073,super welterweight,14,right-handed,6,0,0,6,1
0.073,cruiserweight,10,right-handed,3,23,5,31,0.177419355
0.073,light heavyweight,16,right-handed,11,8,2,21,0.571428571
0.073,super middleweight,19,right-handed,4,0,0,4,1
0.073,super welterweight,14,right-handed,6,4,0,10,0.6
0.073,super lightweight,8,right-handed,3,0,0,3,1
0.073,heavyweight,25,right-handed,6,4,0,10,0.6
0.073,super featherweight,14,right-handed,13,0,0,13,1
0.073,cruiserweight,21,right-handed,11,0,0,11,1
0.073,super middleweight,9,right-handed,6,2,1,9,0.722222222
0.073,super lightweight,9,right-handed,5,3,0,8,0.625
0.072,middleweight,27,right-handed,11,4,1,16,0.71875
0.072,heavyweight,14,right-handed,2,0,0,2,1
0.072,welterweight,8,right-handed,5,16,1,22,0.25
0.072,light flyweight,11,right-handed,6,6,0,12,0.5
0.072,flyweight,8,right-handed,3,2,2,7,0.571428571
0.072,super lightweight,14,right-handed,6,5,3,14,0.535714286
0.072,super welterweight,15,right-handed,6,2,1,9,0.722222222
0.072,super welterweight,16,right-handed,2,2,0,4,0.5
0.072,middleweight,21,right-handed,7,9,2,18,0.444444444
0.072,super lightweight,11,right-handed,8,23,1,32,0.265625
0.071,flyweight,7,right-handed,4,2,1,7,0.642857143
0.071,flyweight,7,right-handed,4,2,1,7,0.642857143
0.071,middleweight,19,right-handed,4,7,0,11,0.363636364
0.071,heavyweight,20,right-handed,3,0,0,3,1
0.071,super welterweight,25,right-handed,14,7,1,22,0.659090909
0.071,light flyweight,NA,right-handed,4,0,0,4,1
0.071,super welterweight,31,right-handed,10,52,3,65,0.176923077
0.07,super featherweight,10,right-handed,4,0,1,5,0.9
0.07,super middleweight,28,right-handed,5,39,0,44,0.113636364
0.07,heavyweight,15,right-handed,8,2,0,10,0.8
0.07,super lightweight,13,right-handed,7,11,1,19,0.394736842
0.07,super lightweight,7,right-handed,5,0,0,5,1
0.07,featherweight,8,right-handed,3,0,1,4,0.875
0.07,light heavyweight,14,right-handed,1,0,0,1,1
0.07,super lightweight,6,right-handed,6,0,0,6,1
0.07,bantamweight,11,right-handed,9,4,0,13,0.692307692
0.069,super lightweight,10,right-handed,3,0,1,4,0.875
0.069,middleweight,17,right-handed,2,0,0,2,1
0.069,super lightweight,19,right-handed,13,1,1,15,0.9
0.069,welterweight,12,right-handed,6,0,0,6,1
0.069,welterweight,13,right-handed,22,2,0,24,0.916666667
0.069,super welterweight,11,right-handed,2,2,0,4,0.5
0.069,featherweight,4,right-handed,2,1,0,3,0.666666667
0.069,lightweight,11,right-handed,2,3,0,5,0.4
0.069,heavyweight,6,right-handed,2,1,0,3,0.666666667
0.069,lightweight,4,right-handed,8,4,0,12,0.666666667
0.069,heavyweight,32,right-handed,7,44,3,54,0.157407407
0.069,super middleweight,10,right-handed,12,3,0,15,0.8
0.069,featherweight,13,right-handed,12,3,0,15,0.8
0.069,cruiserweight,12,right-handed,5,0,0,5,1
0.068,featherweight,18,right-handed,4,3,0,7,0.571428571
0.068,flyweight,8,right-handed,6,1,1,8,0.8125
0.068,super middleweight,12,right-handed,8,0,0,8,1
0.068,light heavyweight,23,right-handed,23,29,3,55,0.445454545
0.068,welterweight,22,right-handed,4,1,0,5,0.8
0.068,lightweight,15,right-handed,4,7,3,14,0.392857143
0.068,super lightweight,15,right-handed,4,0,0,4,1
0.068,super middleweight,16,right-handed,6,0,0,6,1
0.068,super lightweight,19,right-handed,6,0,0,6,1
0.067,super welterweight,13,right-handed,5,3,1,9,0.611111111
0.067,super lightweight,17,right-handed,6,0,0,6,1
0.067,cruiserweight,13,right-handed,5,1,0,6,0.833333333
0.067,super flyweight,13,right-handed,4,2,1,7,0.642857143
0.067,welterweight,14,right-handed,10,6,0,16,0.625
0.067,super lightweight,21,right-handed,14,26,1,41,0.353658537
0.067,heavyweight,28,right-handed,0,0,1,1,0.5
0.067,super bantamweight,13,right-handed,1,3,1,5,0.3
0.067,welterweight,11,right-handed,8,3,1,12,0.708333333
0.067,super lightweight,17,right-handed,11,5,0,16,0.6875
0.067,welterweight,NA,right-handed,7,0,1,8,0.9375
0.067,super middleweight,16,right-handed,5,8,1,14,0.392857143
0.067,super bantamweight,10,right-handed,6,1,0,7,0.857142857
0.067,super featherweight,8,right-handed,7,0,0,7,1
0.067,flyweight,9,right-handed,9,0,0,9,1
0.067,flyweight,16,right-handed,6,2,1,9,0.722222222
0.067,super middleweight,NA,right-handed,1,7,1,9,0.166666667
0.067,super lightweight,20,right-handed,7,8,2,17,0.470588235
0.066,welterweight,10,right-handed,2,3,1,6,0.416666667
0.066,bantamweight,7,right-handed,3,3,0,6,0.5
0.066,super welterweight,9,right-handed,3,1,0,4,0.75
0.066,super welterweight,9,right-handed,1,0,0,1,1
0.066,super bantamweight,20,right-handed,14,10,1,25,0.58
0.066,super middleweight,14,right-handed,5,0,0,5,1
0.066,cruiserweight,27,right-handed,13,34,0,47,0.276595745
0.066,cruiserweight,14,right-handed,3,0,0,3,1
0.066,super bantamweight,11,right-handed,9,0,3,12,0.875
0.066,super lightweight,17,right-handed,7,7,1,15,0.5
0.066,super welterweight,15,right-handed,12,9,1,22,0.568181818
0.066,middleweight,9,right-handed,4,3,0,7,0.571428571
0.066,lightweight,13,right-handed,2,4,0,6,0.333333333
0.066,middleweight,9,right-handed,3,0,0,3,1
0.066,lightweight,5,right-handed,1,0,0,1,1
0.065,featherweight,5,right-handed,1,0,0,1,1
0.065,super welterweight,13,right-handed,9,25,0,34,0.264705882
0.065,super lightweight,12,right-handed,5,0,0,5,1
0.065,bantamweight,9,right-handed,8,9,0,17,0.470588235
0.065,super featherweight,10,right-handed,7,0,0,7,1
0.065,super lightweight,12,right-handed,5,2,0,7,0.714285714
0.065,super flyweight,12,right-handed,5,2,0,7,0.714285714
0.065,bantamweight,6,right-handed,5,0,0,5,1
0.065,light heavyweight,33,right-handed,33,29,0,62,0.532258065
0.065,middleweight,16,right-handed,3,1,0,4,0.75
0.065,middleweight,16,right-handed,6,0,0,6,1
0.065,welterweight,13,right-handed,3,4,0,7,0.428571429
0.065,cruiserweight,16,right-handed,6,0,0,6,1
0.065,welterweight,13,right-handed,3,2,0,5,0.6
0.065,lightweight,13,right-handed,5,0,0,5,1
0.065,super lightweight,7,right-handed,8,0,0,8,1
0.065,super welterweight,8,right-handed,6,5,0,11,0.545454545
0.065,super welterweight,13,right-handed,3,5,1,9,0.388888889
0.065,welterweight,16,right-handed,10,24,1,35,0.3
0.064,super middleweight,16,right-handed,4,0,0,4,1
0.064,featherweight,4,right-handed,4,0,0,4,1
0.064,super middleweight,NA,right-handed,4,0,0,4,1
0.064,welterweight,NA,right-handed,4,0,0,4,1
0.064,lightweight,19,right-handed,10,11,3,24,0.479166667
0.064,cruiserweight,NA,right-handed,2,7,0,9,0.222222222
0.064,super welterweight,19,right-handed,7,54,2,63,0.126984127
0.064,featherweight,13,right-handed,11,0,0,11,1
0.064,flyweight,7,right-handed,5,4,0,9,0.555555556
0.064,welterweight,8,right-handed,6,0,0,6,1
0.064,light heavyweight,10,right-handed,8,0,0,8,1
0.064,middleweight,5,right-handed,3,0,0,3,1
0.064,super featherweight,NA,right-handed,3,1,0,4,0.75
0.064,lightweight,23,right-handed,8,8,0,16,0.5
0.064,super middleweight,13,right-handed,8,9,1,18,0.472222222
0.064,bantamweight,NA,right-handed,9,2,0,11,0.818181818
0.064,super welterweight,12,right-handed,2,0,0,2,1
0.064,flyweight,6,right-handed,5,2,0,7,0.714285714
0.064,super featherweight,7,right-handed,2,0,0,2,1
0.064,lightweight,9,right-handed,9,0,0,9,1
0.063,super welterweight,10,right-handed,5,0,0,5,1
0.063,cruiserweight,16,right-handed,2,2,1,5,0.5
0.063,heavyweight,26,right-handed,1,5,1,7,0.214285714
0.063,lightweight,4,right-handed,12,3,0,15,0.8
0.063,heavyweight,12,right-handed,2,0,1,3,0.833333333
0.063,super featherweight,15,right-handed,10,1,0,11,0.909090909
0.063,light heavyweight,10,right-handed,5,3,0,8,0.625
0.063,heavyweight,27,right-handed,6,7,0,13,0.461538462
0.063,super lightweight,31,right-handed,20,21,0,41,0.487804878
0.063,cruiserweight,12,right-handed,10,2,0,12,0.833333333
0.063,welterweight,12,right-handed,13,1,1,15,0.9
0.063,super featherweight,13,right-handed,6,0,0,6,1
0.063,welterweight,17,right-handed,3,1,1,5,0.7
0.063,featherweight,10,right-handed,3,0,0,3,1
0.063,featherweight,9,right-handed,3,2,0,5,0.6
0.062,featherweight,14,right-handed,1,15,2,18,0.111111111
0.062,super lightweight,11,right-handed,2,8,2,12,0.25
0.062,heavyweight,25,right-handed,26,2,0,28,0.928571429
0.062,lightweight,28,right-handed,3,3,0,6,0.5
0.062,cruiserweight,14,right-handed,6,2,0,8,0.75
0.062,welterweight,15,right-handed,9,22,0,31,0.290322581
0.062,featherweight,9,right-handed,8,0,0,8,1
0.062,welterweight,9,right-handed,4,0,0,4,1
0.062,super bantamweight,12,right-handed,6,1,0,7,0.857142857
0.062,cruiserweight,16,right-handed,11,0,0,11,1
0.062,lightweight,8,right-handed,2,3,1,6,0.416666667
0.062,super lightweight,22,right-handed,2,1,0,3,0.666666667
0.062,cruiserweight,16,right-handed,12,3,2,17,0.764705882
0.062,super lightweight,5,right-handed,3,0,0,3,1
0.062,cruiserweight,13,right-handed,2,13,0,15,0.133333333
0.062,bantamweight,NA,right-handed,3,2,2,7,0.571428571
0.061,lightweight,23,right-handed,39,55,7,101,0.420792079
0.061,heavyweight,9,right-handed,5,0,0,5,1
0.061,light flyweight,15,right-handed,13,13,0,26,0.5
0.061,,14,right-handed,0,4,0,4,0
0.061,lightweight,8,right-handed,4,1,0,5,0.8
0.061,bantamweight,NA,right-handed,3,7,1,11,0.318181818
0.061,featherweight,13,right-handed,8,0,0,8,1
0.061,middleweight,9,right-handed,7,39,4,50,0.18
0.061,lightweight,10,right-handed,3,0,0,3,1
0.061,super bantamweight,11,right-handed,5,9,1,15,0.366666667
0.061,bantamweight,18,right-handed,4,9,1,14,0.321428571
0.061,middleweight,20,right-handed,3,0,0,3,1
0.061,super featherweight,17,right-handed,6,6,0,12,0.5
0.061,lightweight,16,right-handed,3,0,0,3,1
0.061,super bantamweight,11,right-handed,5,1,0,6,0.833333333
0.061,welterweight,10,right-handed,4,0,1,5,0.9
0.061,heavyweight,21,right-handed,3,5,0,8,0.375
0.061,super featherweight,17,right-handed,14,22,0,36,0.388888889
0.061,heavyweight,15,right-handed,6,0,1,7,0.928571429
0.061,super lightweight,9,right-handed,3,3,0,6,0.5
0.061,bantamweight,18,right-handed,7,10,0,17,0.411764706
0.061,super middleweight,13,right-handed,3,0,0,3,1
0.061,lightweight,12,right-handed,4,0,0,4,1
0.06,lightweight,NA,right-handed,4,1,0,5,0.8
0.06,welterweight,29,right-handed,17,2,1,20,0.875
0.06,featherweight,11,right-handed,9,0,1,10,0.95
0.06,middleweight,14,right-handed,7,1,1,9,0.833333333
0.06,cruiserweight,26,right-handed,12,25,2,39,0.333333333
0.06,super featherweight,14,right-handed,4,3,2,9,0.555555556
0.06,cruiserweight,22,right-handed,5,10,0,15,0.333333333
0.06,super middleweight,9,right-handed,0,3,1,4,0.125
0.06,super welterweight,10,right-handed,3,1,0,4,0.75
0.06,lightweight,15,right-handed,11,4,0,15,0.733333333
0.06,cruiserweight,9,right-handed,5,1,0,6,0.833333333
0.06,super bantamweight,18,right-handed,6,5,1,12,0.541666667
0.06,super middleweight,19,right-handed,15,12,0,27,0.555555556
0.06,bantamweight,9,right-handed,11,2,0,13,0.846153846
0.06,middleweight,14,right-handed,5,0,0,5,1
0.06,super welterweight,14,right-handed,6,22,3,31,0.241935484
0.06,bantamweight,16,right-handed,21,19,1,41,0.524390244
0.06,super featherweight,11,right-handed,0,3,0,3,0
0.06,welterweight,8,right-handed,1,1,0,2,0.5
0.06,super middleweight,14,right-handed,10,0,0,10,1
0.06,bantamweight,15,right-handed,7,13,2,22,0.363636364
0.06,flyweight,18,right-handed,3,8,1,12,0.291666667
0.06,lightweight,8,right-handed,6,4,1,11,0.590909091
0.06,super bantamweight,15,right-handed,5,5,1,11,0.5
0.059,super welterweight,26,right-handed,5,19,0,24,0.208333333
0.059,welterweight,17,right-handed,3,1,0,4,0.75
0.059,super featherweight,7,right-handed,4,1,0,5,0.8
0.059,middleweight,16,right-handed,1,1,0,2,0.5
0.059,welterweight,15,right-handed,8,0,0,8,1
0.059,lightweight,9,right-handed,1,0,0,1,1
0.059,featherweight,20,right-handed,7,14,0,21,0.333333333
0.059,super bantamweight,8,right-handed,6,0,0,6,1
0.059,light heavyweight,17,right-handed,4,3,1,8,0.5625
0.059,super bantamweight,16,right-handed,6,12,0,18,0.333333333
0.059,super welterweight,20,right-handed,1,0,0,1,1
0.059,middleweight,6,right-handed,2,0,0,2,1
0.059,super middleweight,12,right-handed,2,0,0,2,1
0.059,super welterweight,10,right-handed,4,4,1,9,0.5
0.059,welterweight,21,right-handed,5,2,0,7,0.714285714
0.059,super lightweight,13,right-handed,8,0,0,8,1
0.059,middleweight,8,right-handed,2,0,0,2,1
0.059,light heavyweight,34,right-handed,3,7,0,10,0.3
0.059,welterweight,20,right-handed,12,25,2,39,0.333333333
0.059,middleweight,19,right-handed,5,2,1,8,0.6875
0.058,lightweight,14,right-handed,3,17,2,22,0.181818182
0.058,lightweight,16,right-handed,4,2,2,8,0.625
0.058,super bantamweight,6,right-handed,7,0,0,7,1
0.058,super featherweight,9,right-handed,6,2,0,8,0.75
0.058,middleweight,14,right-handed,4,0,0,4,1
0.058,super middleweight,10,right-handed,8,0,0,8,1
0.058,super middleweight,14,right-handed,2,1,1,4,0.625
0.058,super welterweight,8,right-handed,4,0,0,4,1
0.058,super lightweight,15,right-handed,8,0,0,8,1
0.058,lightweight,5,right-handed,5,0,0,5,1
0.058,super middleweight,23,right-handed,9,9,0,18,0.5
0.058,heavyweight,19,right-handed,5,14,3,22,0.295454545
0.058,light heavyweight,15,right-handed,7,0,0,7,1
0.058,super lightweight,9,right-handed,4,0,0,4,1
0.058,super middleweight,28,right-handed,0,20,2,22,0.045454545
0.058,welterweight,8,right-handed,3,0,0,3,1
0.058,super featherweight,9,right-handed,4,0,0,4,1
0.058,super lightweight,15,right-handed,4,9,1,14,0.321428571
0.058,super bantamweight,15,right-handed,4,6,2,12,0.416666667
0.058,super lightweight,8,right-handed,6,0,0,6,1
0.058,cruiserweight,28,right-handed,26,36,0,62,0.419354839
0.058,lightweight,18,right-handed,10,1,1,12,0.875
0.058,cruiserweight,20,right-handed,9,0,0,9,1
0.058,lightweight,24,right-handed,8,29,3,40,0.2375
0.058,super featherweight,20,right-handed,3,6,2,11,0.363636364
0.057,cruiserweight,15,right-handed,3,0,0,3,1
0.057,lightweight,6,right-handed,11,1,0,12,0.916666667
0.057,welterweight,6,right-handed,3,0,0,3,1
0.057,super welterweight,13,right-handed,1,0,0,1,1
0.057,super featherweight,16,right-handed,13,6,0,19,0.684210526
0.057,middleweight,7,right-handed,4,0,0,4,1
0.057,welterweight,23,right-handed,2,8,0,10,0.2
0.057,heavyweight,23,right-handed,5,1,2,8,0.75
0.057,cruiserweight,13,right-handed,3,0,0,3,1
0.057,super lightweight,23,right-handed,9,12,1,22,0.431818182
0.057,super middleweight,26,right-handed,33,37,0,70,0.471428571
0.057,super bantamweight,11,right-handed,5,2,1,8,0.6875
0.057,featherweight,8,right-handed,3,0,0,3,1
0.057,bantamweight,7,right-handed,6,0,1,7,0.928571429
0.057,super lightweight,14,right-handed,7,1,2,10,0.8
0.057,light heavyweight,19,right-handed,9,13,0,22,0.409090909
0.057,light heavyweight,23,right-handed,14,23,2,39,0.384615385
0.057,featherweight,7,right-handed,8,2,0,10,0.8
0.057,super welterweight,18,right-handed,1,7,0,8,0.125
0.057,super bantamweight,8,right-handed,7,4,0,11,0.636363636
0.057,welterweight,NA,right-handed,2,1,0,3,0.666666667
0.057,super welterweight,8,right-handed,1,0,0,1,1
0.057,cruiserweight,16,right-handed,7,0,0,7,1
0.057,super bantamweight,9,right-handed,7,0,1,8,0.9375
0.057,lightweight,13,right-handed,3,0,0,3,1
0.057,light heavyweight,13,right-handed,6,0,0,6,1
0.057,middleweight,16,right-handed,2,0,0,2,1
0.057,super middleweight,11,right-handed,8,0,0,8,1
0.057,super middleweight,17,right-handed,6,8,0,14,0.428571429
0.057,welterweight,9,right-handed,4,1,0,5,0.8
0.057,middleweight,7,right-handed,2,0,0,2,1
0.057,welterweight,8,right-handed,5,1,0,6,0.833333333
0.057,minimumweight,5,right-handed,5,3,2,10,0.6
0.057,featherweight,8,right-handed,3,0,0,3,1
0.057,middleweight,20,right-handed,21,30,3,54,0.416666667
0.056,super featherweight,22,right-handed,3,8,2,13,0.307692308
0.056,welterweight,9,right-handed,6,0,0,6,1
0.056,bantamweight,8,right-handed,4,0,1,5,0.9
0.056,super lightweight,27,right-handed,23,40,0,63,0.365079365
0.056,middleweight,13,right-handed,8,0,0,8,1
0.056,super middleweight,11,right-handed,3,0,0,3,1
0.056,light heavyweight,NA,right-handed,1,8,0,9,0.111111111
0.056,super flyweight,18,right-handed,21,46,2,69,0.31884058
0.056,featherweight,10,right-handed,2,0,0,2,1
0.056,lightweight,8,right-handed,4,1,2,7,0.714285714
0.056,light flyweight,4,right-handed,3,1,2,6,0.666666667
0.056,flyweight,16,right-handed,3,3,1,7,0.5
0.056,super lightweight,14,right-handed,2,0,0,2,1
0.056,featherweight,7,right-handed,7,0,0,7,1
0.056,super bantamweight,7,right-handed,4,2,0,6,0.666666667
0.056,super lightweight,14,right-handed,8,25,1,34,0.25
0.056,super welterweight,12,right-handed,1,0,0,1,1
0.056,super featherweight,13,right-handed,9,0,0,9,1
0.056,cruiserweight,17,right-handed,5,1,0,6,0.833333333
0.056,super lightweight,12,right-handed,5,0,2,7,0.857142857
0.056,light heavyweight,13,right-handed,6,0,0,6,1
0.056,lightweight,NA,right-handed,3,0,0,3,1
0.056,middleweight,17,right-handed,3,3,0,6,0.5
0.056,lightweight,12,right-handed,4,3,0,7,0.571428571
0.056,heavyweight,18,right-handed,3,4,0,7,0.428571429
